SSC_CODE_2016,Suburb,Suburb (Original),Postcode,Suburb sqkm,Median Age (Persons),Median Mortgage Repayments (Monthly),Median Total Personal Income (Weekly),Median Rent (Weekly),Median Total Family Income (Weekly),Average Number of Persons per Bedroom,Median Total Household Income (Weekly),Average Household Size,People (0-14 year),People (15-24 year),People (25-34 year),People (35-44 year),People (45-54 year),People (55-64 year),People (65-74 year),People (75-84 year),People (85 and over year),Total Number of People,Unemployment Rate (%)
SSC51136,North Moulyinning,North Moulyinning,6351,172.1748,35,0,939,0,2050,0.9,1674,3.1,10,0,3,4,3,11,0,0,0,31,0
SSC51137,North Perth,North Perth,6006,3.0669,37,2400,943,415,2616,0.8,2074,2.4,1381,886,1572,1315,1238,920,530,425,250,8517,5.7
SSC51138,North Plantations,North Plantations,6701,26.6673,43,2550,796,0,2067,1,1928,2.9,54,19,33,66,58,61,36,15,0,342,2.8
SSC51139,North Stirlings,North Stirlings,6338,247.3169,32,0,1156,0,2374,1,2250,3,6,0,4,3,3,4,0,0,0,20,0
SSC51140,North Tammin,North Tammin,6409,626.4278,34,1750,890,0,2083,0.8,1916,3,39,8,12,15,18,13,3,7,0,115,0
SSC51141,North Trayning,North Trayning,6488,243.1848,35,0,1124,0,2625,0.6,2374,1.5,4,0,3,3,7,6,0,0,0,23,0
SSC51142,North Walpole,North Walpole,6398,1098.8309,55,0,537,140,1312,0.7,933,2.2,17,5,4,9,16,23,18,7,0,99,8.1
SSC51143,North West Cape,North West Cape,6707,284.4506,46,3012,662,149,1375,1.2,762,2,41,17,29,45,47,159,171,47,0,556,5.4
SSC51144,North Wialki,North Wialki,6473,290.5528,43,0,575,0,0,1,0,0,0,0,0,0,0,3,0,0,0,3,0
SSC51145,North Yelbeni,North Yelbeni,6487,225.4826,49,0,1125,0,1875,0.4,1375,1.6,3,3,0,5,4,3,0,0,0,18,0
SSC51146,North Yunderup,North Yunderup,6208,4.0627,49,1742,533,300,1437,0.7,1189,2.4,135,82,67,94,94,139,117,53,15,796,9.5
SSC51147,Northam,Northam,6401,26.7836,40,1300,579,250,1490,0.8,1154,2.4,1350,762,742,769,793,912,661,360,173,6522,9.5
SSC51148,Northampton,Northampton,6535,11.8244,54,1280,456,190,1091,0.7,796,2,112,55,58,67,107,167,129,88,31,814,15.8
SSC51149,Northbridge,Northbridge (WA),6003,0.4513,31,1997,867,430,1989,1,1767,1.9,43,217,627,244,137,104,44,18,3,1437,7.1
SSC51150,Northcliffe,Northcliffe,6262,27.3642,46,1034,531,176,1303,0.7,979,2.3,58,22,22,27,50,33,33,13,6,264,6.6
SSC51151,Northern Gully,Northern Gully,6532,61.1735,37,0,524,0,1187,1.5,1187,0,4,3,0,4,6,3,0,0,0,20,0
SSC51152,Nowergup,Nowergup,6032,40.0377,43,2342,782,238,1875,0.7,1833,2.6,25,30,18,33,41,29,10,6,0,192,3.3
SSC51153,Nugadong,Nugadong,6609,188.6545,50,0,849,0,0,1,1062,3,0,0,6,0,9,0,0,4,0,19,0
SSC51154,Nukarni,Nukarni,6480,242.0522,42,1900,700,0,1375,0.7,2124,2.5,8,6,5,3,8,7,7,3,0,47,0
SSC51155,Nullagine,Nullagine,6758,21883.0496,37,0,2339,40,875,1.2,1042,2.8,33,180,810,657,565,288,48,5,0,2586,1.6
SSC51156,Nullaki,Nullaki,6330,29.4473,43,0,849,0,2124,0.8,2124,2.9,9,0,3,4,3,5,6,5,0,35,0
SSC51157,Nulsen,Nulsen,6450,0.9365,31,1083,462,200,1034,0.8,819,2.5,303,158,157,123,150,111,105,36,12,1155,11.4
SSC51158,Nungarin,Nungarin,6490,350.2279,51,596,483,55,1149,0.7,866,2.2,25,12,15,12,16,30,19,9,3,141,7.1
SSC51159,Nunierra,Nunierra,6630,2388.2433,49,0,474,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0
SSC51160,Nunile,Nunile,6566,118.2245,52,1668,580,200,1562,0.7,1093,2.3,11,6,4,15,23,16,14,13,0,102,6
SSC51161,Nyabing,Nyabing,6341,1963.9221,41,750,878,79,1625,0.7,1242,2.4,61,15,39,44,43,39,36,5,3,285,0
SSC51162,O'Connor,O'Connor (WA),6163,1.9002,37,2167,764,340,1912,0.8,1414,2,48,59,104,56,68,35,30,30,5,435,5.7
SSC51163,Oakajee,Oakajee,6532,32.5103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51164,Oakford,Oakford,6121,46.9102,41,2350,740,400,2255,0.8,2257,3.3,536,399,186,327,526,352,192,60,18,2596,5.5
SSC51165,Ocean Beach,Ocean Beach,6333,38.4051,47,1700,635,325,1317,0.8,1196,2.6,163,90,75,93,144,151,119,72,13,920,5.6
SSC51166,Ocean Reef,Ocean Reef,6027,5.2646,42,2200,760,510,2419,0.7,2245,3,1455,1198,614,888,1374,1137,660,286,80,7692,6.9
SSC51167,Ogilvie,Ogilvie,6535,596.5007,35,0,739,0,1374,1,1208,3.3,15,3,6,16,3,10,3,3,0,59,0
SSC51168,Old Plains,Old Plains,6569,265.4814,26,0,840,0,1624,1.1,1350,2.4,22,10,6,9,13,7,0,0,0,67,0
SSC51169,Oldbury,Oldbury,6121,41.0907,44,2600,730,345,1906,0.8,1812,2.9,59,44,33,33,50,51,46,17,3,336,5.3
SSC51170,Ongerup,Ongerup,6336,3.3583,51,520,545,120,1437,0.6,664,1.6,16,9,10,11,16,15,19,3,0,99,13.5
SSC51171,Onslow,Onslow,6710,189.1281,39,2325,1228,107,2631,1,2200,2.3,144,84,192,178,148,241,127,43,3,1160,4.3
SSC51172,Oombulgurri,Oombulgurri,6740,12031.7084,24,0,769,0,0,0,0,0,0,6,8,9,11,17,39,8,0,98,0
SSC51173,Ora Banda,Ora Banda,6431,1150.8915,17,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,9,0
SSC51174,Orana,Orana,6330,2.3843,38,1465,523,260,1212,0.8,1008,2.4,393,276,257,239,266,229,203,115,43,2021,7.3
SSC51175,Orange Grove,Orange Grove (WA),6109,13.9401,50,2167,678,225,1797,0.9,1164,2.3,107,76,67,65,121,167,103,37,5,748,6.9
SSC51176,Orange Springs,Orange Springs,6503,107.1663,43,0,820,0,0,0,0,2,0,0,3,0,3,0,4,0,0,10,0
SSC51177,Orchid Valley,Orchid Valley,6394,224.6509,54,0,674,0,1749,0.5,1208,2.5,3,3,0,3,9,8,6,0,0,32,0
SSC51178,Ord River,Ord River,6770,23288.543,31,0,669,18,1343,0.9,1187,2.2,37,24,21,33,32,50,44,4,0,245,6.9
SSC51179,Orelia,Orelia,6167,2.9278,36,1517,539,270,1356,0.8,1129,2.5,959,579,639,644,615,485,381,207,51,4560,13.4
SSC51180,Osborne Park,Osborne Park,6017,4.9862,33,1733,768,300,1565,0.9,1207,2,465,452,1280,599,371,350,242,147,69,3975,8.4
SSC51181,Osmington,Osmington,6285,34.5357,48,1647,468,273,1031,0.8,1187,2.5,25,9,10,15,18,25,24,6,0,132,4.5
SSC51182,Padbury,Padbury,6025,6.0348,37,2000,788,400,2024,0.7,1766,2.6,1640,853,1201,1235,971,1002,687,260,86,7935,6.7
SSC51183,Palgarup,Palgarup,6258,27.4208,48,1300,570,230,1437,0.9,1160,2.4,19,20,10,21,30,28,18,3,3,152,11.7
SSC51184,Pallinup,Pallinup,6335,385.7819,46,0,880,100,2187,0.7,2150,2.2,15,8,5,8,14,19,3,0,0,72,0
SSC51185,Palmdale,Palmdale (WA),6328,158.176,36,0,417,0,0,0.8,0,2.5,8,0,6,6,0,3,3,3,0,29,0
SSC51186,Palmer,Palmer (WA),6225,163.1502,58,1600,624,0,1999,0.7,1541,2,3,3,6,3,8,19,13,5,0,60,0
SSC51187,Palmyra,Palmyra (WA),6157,3.1428,38,2100,846,350,2166,0.7,1559,2.2,1292,656,1028,1053,914,745,552,345,155,6740,5.8
SSC51188,Pannawonica,Pannawonica,6716,27.6086,33,0,1901,28,3094,0.9,2700,2.8,186,54,202,179,174,120,35,6,0,956,2.8
SSC51189,Pantapin,Pantapin,6384,219.6783,34,0,634,0,2083,0.9,1375,2.7,11,4,3,5,6,3,0,0,0,32,0
SSC51190,Paraburdoo,Paraburdoo,6754,153.1272,32,0,1649,30,3160,0.9,2750,2.9,392,136,386,387,267,144,26,3,0,1741,2.5
SSC51191,Paradise,Paradise (WA),6236,24.3279,42,2383,632,250,1600,0.8,1406,2.6,33,20,18,24,16,34,18,11,4,178,3.5
SSC51192,Pardoo,Pardoo,6721,2223.9393,55,0,424,0,687,1.1,537,1.2,0,6,26,22,37,87,179,29,0,386,0
SSC51193,Parker Range,Parker Range,6426,1393.8559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51194,Parkerville,Parkerville,6081,19.0381,39,2085,768,425,2237,0.8,2026,3,533,284,205,289,405,298,158,49,14,2235,5.1
SSC51195,Parkeston,Parkeston,6434,52.48,31,0,252,110,762,1,899,3.1,21,18,13,15,14,5,8,0,0,94,0
SSC51196,Parkfield,Parkfield,6233,25.4042,35,3273,749,240,2250,0.8,1875,2.8,9,3,9,3,6,9,5,3,0,47,12
SSC51197,Parklands,Parklands (WA),6180,6.5473,46,2200,707,350,2091,0.7,2042,2.9,102,71,49,60,90,110,64,15,3,564,6.8
SSC51198,Parkwood,Parkwood (WA),6147,3.6627,40,1733,668,360,1751,0.7,1485,2.6,938,729,898,779,729,888,602,236,81,5880,9
SSC51199,Parmelia,Parmelia,6167,4.1169,36,1459,539,300,1320,0.8,1164,2.5,1190,770,865,792,818,667,492,238,56,5888,12.5
SSC51200,Parryville,Parryville,6333,78.6819,52,711,597,230,1275,0.7,1208,2,6,8,3,4,23,14,11,3,0,72,7
SSC51201,Paulls Valley,Paulls Valley,6076,20.3342,47,2059,825,0,2833,0.7,2666,2.7,7,7,4,6,8,10,14,0,0,56,0
SSC51202,Paynedale,Paynedale,6239,76.5115,56,2048,687,0,1562,0.7,850,1.8,4,3,3,8,9,20,3,3,0,53,0
SSC51203,Paynes Find,Paynes Find,6612,10953.8436,43,0,758,0,1024,1,474,1.8,3,4,17,23,22,22,10,4,0,105,0
SSC51204,Paynesville,Paynesville (WA),6638,3329.5215,57,0,366,0,0,0,1574,1,0,0,0,3,0,0,7,0,0,10,0
SSC51205,Peaceful Bay,Peaceful Bay,6333,25.6757,62,0,369,0,866,0.5,574,1.9,3,3,3,5,3,16,19,3,0,55,15
SSC51206,Peak Hill,Peak Hill (WA),6642,26533.015,31,0,1985,75,725,1.5,749,4.5,29,25,121,85,75,33,4,0,0,372,3.4
SSC51207,Pearsall,Pearsall,6065,1.5686,31,2167,877,410,2081,0.7,1967,2.8,809,506,813,577,454,327,193,64,8,3751,6.4
SSC51208,Peedamulla,Peedamulla,6710,2439.3395,49,0,325,45,0,0,824,1,3,0,3,0,0,4,3,0,0,13,33.3
SSC51209,Peerabeelup,Peerabeelup,6260,159.033,66,0,483,0,0,1,824,2,0,0,0,0,3,0,6,3,0,12,0
SSC51210,Pegs Creek,Pegs Creek,6714,4.4921,32,2275,1211,300,2396,0.9,2161,2.4,364,253,443,336,320,225,82,19,3,2045,5.7
SSC51211,Pelican Point,Pelican Point (WA),6230,2.3672,48,2110,858,400,2200,0.6,1968,2.5,141,85,61,95,172,143,133,36,6,872,3.8
SSC51212,Pemberton,Pemberton,6260,16.7981,44,1300,569,200,1366,0.7,1053,2.3,226,99,82,114,154,140,123,47,29,1014,5.2
SSC51213,Peppermint Grove,Peppermint Grove,6011,1.0677,39,2817,1061,459,4146,0.8,3481,2.8,316,337,118,116,228,214,148,94,41,1612,3.5
SSC51214,Peppermint Grove Beach,Peppermint Grove Beach,6271,1.0976,47,1810,739,350,1875,0.6,1458,2.3,73,37,38,49,89,74,52,18,3,433,4.1
SSC51215,Perenjori,Perenjori,6620,880.0066,43,699,793,150,1625,0.7,1328,2.1,49,23,37,32,53,66,37,10,4,311,2.5
SSC51216,Perillup,Perillup,6324,691.2318,42,249,774,0,1792,0.7,1437,2.7,15,3,8,7,12,6,4,3,0,58,11.1
SSC51217,Peron,Peron,6168,1.9457,50,0,725,0,2249,0.8,1375,1.6,0,7,10,0,13,14,5,0,0,49,0
SSC51218,Perth,Perth (WA),6000,4.5634,32,2167,949,430,2243,1,1827,1.9,851,1737,4781,2469,1930,1474,777,339,140,14498,8.2
SSC51219,Perth Airport,Perth Airport,6105,20.4646,39,0,0,0,0,0,0,0,0,3,7,12,12,3,0,0,0,37,0
SSC51220,Perup,Perup,6258,463.8388,49,1192,666,150,1474,0.8,1325,2.2,21,9,10,11,26,25,31,3,0,136,4.3
SSC51221,Petrudor,Petrudor,6468,284.7229,54,0,1312,0,0,0.3,900,1,0,0,3,0,0,4,0,0,0,7,0
SSC51222,Piara Waters,Piara Waters,6112,6.6887,30,2383,1017,430,2274,0.8,2230,3.1,2457,911,2471,1603,755,442,189,52,12,8892,7
SSC51223,Piawaning,Piawaning,6572,173.4525,49,0,556,0,1374,0.8,1124,2.3,11,3,7,3,15,14,7,0,0,60,0
SSC51224,Piccadilly,Piccadilly (WA),6430,1.4837,32,1733,1076,300,2409,0.8,2065,2.4,461,310,487,358,295,238,117,48,8,2322,4.2
SSC51225,Pickering Brook,Pickering Brook,6076,104.6363,46,1820,738,163,1802,0.8,1587,2.8,109,63,53,63,100,72,67,38,11,576,6
SSC51226,Picton,Picton (WA),6229,6.0351,50,1567,687,215,1375,0.9,933,1.7,9,4,3,13,18,10,12,4,0,73,8.6
SSC51227,Picton East,Picton East,6229,12.6294,52,2598,441,190,1125,1.1,825,2.2,14,10,5,10,22,22,15,3,0,101,9.4
SSC51228,Piesse Brook,Piesse Brook,6076,10.3508,42,2322,712,350,2541,0.8,1874,2.8,42,32,9,20,28,28,29,10,3,201,5.2
SSC51229,Piesseville,Piesseville,6315,249.9002,38,750,780,114,1624,1,1562,2.6,20,3,4,8,8,6,9,0,0,58,0
SSC51230,Pindar,Pindar,6631,2175.8133,51,0,1300,0,2625,0.6,1749,1.7,3,0,3,3,5,9,6,3,0,32,0
SSC51231,Pingaring,Pingaring,6357,877.6261,41,0,749,0,1937,0.6,1156,2.5,13,3,12,11,15,5,3,4,0,66,0
SSC51232,Pingelly,Pingelly,6308,11.0251,52,964,436,164,908,0.8,760,2.1,136,61,82,62,103,135,118,72,24,793,14
SSC51233,Pingrup,Pingrup,6343,3660.6597,38,0,809,0,1575,0.8,1420,2.6,69,8,24,53,42,28,18,9,3,254,0
SSC51234,Pinjar,Pinjar,6078,122.0837,41,0,518,300,1416,0.5,1531,2.1,17,15,7,15,20,4,5,6,0,89,0
SSC51235,Pinjarra,Pinjarra,6208,19.1519,41,1700,495,290,1339,0.7,1090,2.5,1013,531,504,550,592,534,554,337,121,4736,11.7
SSC51236,Pink Lake,Pink Lake,6450,42.1426,41,1677,733,340,2066,0.9,1710,2.7,196,109,83,131,146,122,75,23,12,897,3.7
SSC51237,Pintharuka,Pintharuka,6623,558.2341,51,0,537,0,974,0.5,949,2.3,3,5,3,3,0,10,0,0,0,24,0
SSC51238,Pinwernying,Pinwernying,6317,5.7735,50,1300,765,290,1437,0.6,1416,2.4,23,7,9,15,25,21,11,10,0,121,5.5
SSC51239,Pippingarra,Pippingarra,6722,882.0867,37,0,1625,35,2249,1,1875,2.5,20,15,88,67,71,35,5,0,0,301,0
SSC51240,Pithara,Pithara,6608,566.939,42,1517,682,70,1542,0.7,1083,2.4,29,10,14,15,16,16,11,0,0,111,0
SSC51241,Plumridge Lakes,Plumridge Lakes,6431,76778.121,35,0,1133,80,871,1.3,1937,4,34,81,220,156,146,76,18,3,0,734,6.1
SSC51242,Point Grey,Point Grey,6208,0.3037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51243,Point Samson,Point Samson,6720,22.6441,43,3000,1302,412,3125,0.8,2321,2.3,47,22,55,53,65,116,95,16,3,472,3.6
SSC51244,Popanyinning,Popanyinning,6309,186.3601,53,1254,459,108,966,0.8,790,1.8,21,7,11,17,27,37,25,12,3,160,4.5
SSC51245,Porongurup,Porongurup,6324,213.3542,50,1712,565,150,1317,0.8,1079,2.2,38,18,22,43,57,56,55,23,11,323,0
SSC51246,Port Albany,Port Albany,6330,1.7079,48,1300,628,270,1550,0.7,1149,2.2,21,3,10,13,18,22,15,5,8,115,11.9
SSC51247,Port Denison,Port Denison,6525,14.6214,52,1600,540,250,1319,0.7,1018,2.1,234,104,142,132,162,250,301,143,40,1508,8.5
SSC51248,Port Hedland,Port Hedland,6721,67.3715,33,3033,1652,179,3622,0.9,3266,2.6,886,416,1291,1061,942,648,258,54,4,5560,3.7
SSC51249,Port Kennedy,Port Kennedy,6172,21.2107,33,1861,680,370,1847,0.8,1718,3,3354,1982,1646,1831,2006,1173,678,400,171,13241,10.6
SSC51250,Postans,Postans,6167,5.0434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51251,Preston Beach,Preston Beach,6215,74.7051,62,1300,446,250,977,0.6,793,1.9,28,7,11,24,19,46,53,17,7,212,10.3
SSC51252,Preston Settlement,Preston Settlement,6225,42.3925,44,2383,466,0,1375,0.8,1166,2.8,19,15,12,17,17,24,9,13,0,126,15.6
SSC51253,Prevelly,Prevelly,6285,2.177,46,2450,713,390,1708,0.8,1452,2.9,45,17,22,22,34,42,25,0,0,207,0
SSC51254,Prince Regent River,Prince Regent River,6740,15376.4695,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0
SSC51255,Pumphreys Bridge,Pumphreys Bridge,6308,75.6242,46,0,280,0,1562,0.6,1562,2,7,0,0,4,4,3,0,0,0,18,0
SSC51256,Purnululu,Purnululu,6770,2434.9082,47,0,1125,0,0,0,1399,0,0,6,10,8,5,23,37,4,0,93,0
SSC51257,Quairading,Quairading,6383,200.4221,56,964,488,113,952,0.6,783,2,92,48,51,43,86,120,101,71,23,635,6.5
SSC51258,Qualeup,Qualeup,6394,205.4249,41,0,725,0,1875,0.8,1749,3.3,14,5,5,9,4,7,5,3,0,52,0
SSC51259,Quedjinup,Quedjinup,6281,7.9406,43,1900,774,325,1875,0.8,1762,2.7,78,33,27,51,43,71,30,15,3,351,4.3
SSC51260,Queens Park,Queens Park (WA),6107,2.6245,31,2000,636,370,1581,0.9,1477,2.9,1348,937,1618,1018,695,420,255,175,61,6527,10.3
SSC51261,Queenwood,Queenwood,6239,34.3579,45,1950,630,0,1625,0.8,1562,2.8,17,3,4,10,17,12,10,3,0,76,7.3
SSC51262,Quelagetting,Quelagetting,6405,198.2807,35,0,695,0,1416,0.5,1375,2,6,0,0,3,0,4,0,0,0,13,0
SSC51263,Quellington,Quellington,6302,56.9419,34,0,1125,0,2374,0.6,2624,2,12,10,0,4,10,0,4,0,0,40,0
SSC51264,Quindalup,Quindalup,6281,39.5819,45,2000,769,405,1870,0.8,1540,2.5,255,106,132,166,212,191,167,52,17,1298,4.7
SSC51265,Quindanning,Quindanning,6391,152.7781,51,1600,762,0,1958,0.5,1187,1.3,9,0,3,7,3,10,8,0,0,40,0
SSC51266,Quinninup,Quinninup,6258,212.7165,51,1324,527,150,1267,0.7,843,2,29,9,9,16,30,39,23,3,4,162,18.6
SSC51267,Quinns Rocks,Quinns Rocks,6030,4.1795,36,2128,721,380,2019,0.8,1834,2.9,2019,1283,875,1290,1469,814,451,194,53,8448,9.2
SSC51268,Ranford,Ranford,6390,1.938,44,1733,508,285,1895,0.6,1910,2.5,26,11,23,30,31,37,22,4,0,184,11.5
SSC51269,Rangeway,Rangeway,6530,1.8145,34,932,457,210,1002,0.8,810,2.5,463,227,233,197,247,200,140,92,16,1815,20.1
SSC51270,Ravensthorpe,Ravensthorpe,6346,2540.6542,45,1184,745,164,1645,0.7,1326,2.2,78,32,67,68,75,97,71,20,0,508,6.6
SSC51271,Ravenswood,Ravenswood (WA),6208,54.1784,43,1950,526,350,1302,0.7,1093,2.4,424,234,273,196,215,214,236,250,59,2101,9.7
SSC51272,Rawlinna,Rawlinna,6434,22790.6288,34,0,824,0,1375,1.3,1187,2,0,8,7,3,3,3,3,0,0,27,0
SSC51273,Red Gully,Red Gully,6503,217.6913,59,0,706,0,0,0.6,1343,2.1,3,0,0,9,5,7,3,3,0,30,0
SSC51274,Red Hill,Red Hill (WA),6056,15.6792,45,2165,733,0,1968,0.6,1906,2.7,10,7,3,6,16,8,11,3,0,64,8.8
SSC51275,Redbank,Redbank (WA),6721,6.9802,43,3125,1087,0,2437,1.2,2583,1.6,8,6,3,4,11,6,3,0,0,41,18.2
SSC51276,Redcliffe,Redcliffe (WA),6104,2.6599,37,1950,724,350,1775,0.8,1449,2.5,887,558,848,753,612,470,333,257,182,4900,9.3
SSC51277,Redgate,Redgate (WA),6286,23.5339,53,1107,641,113,1437,0.8,1125,2.2,12,8,4,7,14,18,19,5,0,87,0
SSC51278,Redmond,Redmond,6327,121.4557,46,1517,628,240,1449,0.8,1300,2.5,37,19,20,24,25,29,29,12,3,198,0
SSC51279,Redmond West,Redmond West,6327,148.8243,38,3000,450,200,1166,1,1416,3.4,20,3,13,15,4,6,7,0,0,68,14.3
SSC51280,Reedy,Reedy,6640,3479.5855,0,0,0,0,0,0,0,0,6,0,7,8,3,14,9,3,0,50,0
SSC51281,Regans Ford,Regans Ford,6507,245.8197,42,26,725,0,725,0.9,1874,1.5,3,0,0,5,3,5,0,0,0,16,0
SSC51282,Reinscourt,Reinscourt,6280,8.7106,46,2300,644,220,2055,0.7,1812,2.9,46,27,9,25,29,36,27,16,3,218,4.9
SSC51283,Remlap,Remlap,6472,717.2693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51284,Reservoir,Reservoir (WA),6076,39.6023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51285,Ridgewood,Ridgewood (WA),6030,1.9502,32,2000,642,350,1606,0.8,1428,2.8,1139,660,658,645,543,310,279,241,46,4521,9.6
SSC51286,Ringbark,Ringbark,6258,25.3842,42,2400,807,100,1825,0.8,1666,2.5,26,8,8,12,14,17,11,13,0,109,0
SSC51287,Riverton,Riverton (WA),6148,2.6457,38,2159,591,400,1776,0.8,1565,2.8,1123,851,569,792,807,563,494,273,92,5564,10.4
SSC51288,Rivervale,Rivervale,6103,3.3406,32,2000,761,350,1813,0.9,1456,2.2,1391,1414,2752,1484,1101,1020,585,363,132,10242,9
SSC51289,Robinson,Robinson,6330,11.6153,47,1842,725,263,1833,0.8,1562,2.4,107,63,53,76,88,117,51,21,9,585,3.1
SSC51290,Rockingham,Rockingham (WA),6168,12.7892,47,1680,561,300,1432,0.7,1057,2.1,2008,1536,1564,1585,1959,1980,1694,1228,477,14031,11.2
SSC51291,Rocklea,Rocklea (WA),6751,5966.9738,35,0,1182,50,619,1.1,687,3.6,28,39,153,127,122,58,7,0,0,534,23.1
SSC51292,Rockwell,Rockwell,6532,47.9937,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0
SSC51293,Rocky Gully,Rocky Gully (WA),6397,882.6376,44,454,488,150,974,0.7,706,2.2,23,3,11,9,16,11,7,4,0,84,12.5
SSC51294,Roebourne,Roebourne,6718,161.8351,32,1717,374,150,892,1.2,971,3.3,190,160,171,158,128,89,63,18,7,984,37.3
SSC51295,Roebuck,Roebuck,6725,5427.2342,43,2167,753,175,1542,1.1,1208,2.4,129,68,76,89,168,335,427,65,3,1360,7.8
SSC51296,Roelands,Roelands,6226,95.065,39,2167,784,250,2166,0.8,2090,3,197,92,72,123,142,107,53,13,3,802,4.5
SSC51297,Roleystone,Roleystone,6111,38.5185,42,2116,749,350,2092,0.7,1873,2.7,1259,753,577,862,979,944,772,216,61,6423,6.4
SSC51298,Rosa Brook,Rosa Brook,6285,65.4648,44,1733,604,150,1375,0.9,1093,2.5,48,11,12,41,29,32,29,11,0,213,0
SSC51299,Rosa Glen,Rosa Glen,6285,66.3511,51,2700,659,155,1625,0.8,1312,2.4,27,8,15,23,14,38,26,10,3,164,8.4
SSC51300,Rossmore,Rossmore (WA),6401,60.2497,67,0,725,0,0,0.5,999,2,0,0,0,0,0,3,5,0,0,8,0
SSC51301,Rossmoyne,Rossmoyne,6148,1.6409,46,2427,640,455,2486,0.8,1797,2.8,559,466,195,333,480,376,283,312,240,3244,7.3
SSC51302,Rothsay,Rothsay,6620,3490.012,38,0,2119,0,0,0,0,0,0,21,155,102,117,61,4,0,0,460,3
SSC51303,Rottnest Island,Rottnest Island,6161,19.1817,34,0,968,95,2562,0.9,1949,1.8,52,62,131,90,70,76,59,26,0,566,3.6
SSC51304,Ruabon,Ruabon,6280,31.6317,41,2780,550,400,1625,0.9,1625,2.8,15,13,10,8,13,19,3,0,0,81,5.8
SSC51305,Rudds Gully,Rudds Gully,6532,18.7278,37,2000,888,0,2349,0.9,2200,3.2,51,10,23,36,21,17,8,0,0,166,2.9
SSC51306,Ryansbrook,Ryansbrook,6395,167.0796,30,0,899,0,1874,0.9,1874,3.5,29,0,10,11,3,4,0,0,0,57,0
SSC51307,Sabina River,Sabina River,6280,18.4808,46,2700,671,180,1812,0.8,1792,3.2,17,12,4,5,14,10,10,0,0,72,0
SSC51308,Safety Bay,Safety Bay,6169,4.5793,44,1779,598,325,1615,0.7,1267,2.4,1267,784,755,823,964,991,822,510,198,7114,10.2
SSC51309,Salmon Gums,Salmon Gums,6445,2781.4563,40,337,731,50,1542,0.9,1271,3,43,10,15,29,27,32,20,5,0,181,0
SSC51310,Salter Point,Salter Point,6152,1.8617,45,2600,688,420,2550,0.7,2049,2.6,470,465,218,244,377,330,261,210,226,2801,5.5
SSC51311,Samson,Samson,6163,1.0919,45,2000,623,400,1976,0.7,1604,2.6,262,217,217,219,228,336,205,141,42,1867,5.8
SSC51312,San Remo,San Remo (WA),6210,0.8063,48,1778,671,390,1868,0.7,1566,2.5,165,96,72,95,170,155,140,40,13,946,9.9
SSC51313,Sandpatch,Sandpatch,6330,22.957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51314,Sandsprings,Sandsprings,6532,36.6687,19,0,124,0,0,0,0,0,3,4,0,3,0,0,0,0,0,10,0
SSC51315,Sandstone,Sandstone,6639,32605.2911,58,0,509,0,1375,0.5,1083,1.7,0,7,0,12,22,52,42,7,0,142,7.7
SSC51316,Sandy Gully,Sandy Gully (WA),6535,285.4673,39,0,628,0,1312,1,1312,2.9,21,8,12,8,10,17,14,3,0,93,0
SSC51317,Sawyers Valley,Sawyers Valley,6074,169.4161,44,1975,667,420,1881,0.8,1767,2.7,175,119,77,118,144,146,121,42,14,956,7.4
SSC51318,Scaddan,Scaddan,6447,980.5563,37,0,1016,0,2125,0.7,1958,2.2,22,11,21,19,14,20,4,0,0,111,0
SSC51319,Scarborough,Scarborough (WA),6019,4.9915,34,2167,1061,400,2383,0.8,1870,2.1,2156,1520,3891,2473,1906,1533,1031,544,207,15261,5.9
SSC51320,Schroeder,Schroeder,6285,531.7271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51321,Scotsdale,Scotsdale,6333,151.5407,54,1300,640,225,1375,0.8,1257,2.3,71,24,23,38,61,97,94,18,3,429,2.3
SSC51322,Scott River,Scott River,6288,135.8666,30,0,871,0,1812,0.8,2124,3.6,22,4,9,9,7,0,8,0,0,59,0
SSC51323,Scott River East,Scott River East,6275,563.4209,37,0,833,0,0,0,2250,2,0,8,3,0,0,3,4,0,0,18,0
SSC51324,Scotts Brook,Scotts Brook,6244,379.0296,35,0,824,0,1875,0.5,1374,2.4,20,4,5,11,6,6,3,6,0,61,0
SSC51325,Seabird,Seabird,6042,12.8435,64,826,519,230,966,0.5,687,1.7,0,0,3,3,9,15,19,3,0,52,9.1
